,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
634,BUENOS AIRES,Suipacha,Suipacha,6784020,273.0,0.0,2.0,3.31,0.0,0.0,0.0,269.0,3.85
635,BUENOS AIRES,Tandil,De la Canal,6791010,0.0,0.0,0.0,0.0,5.0,0.0,0.0,39.0,44.0
636,BUENOS AIRES,Tandil,Gardey,6791030,0.0,0.0,0.0,257.0,35.0,0.0,0.0,20.0,312.0
637,BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),6791040,268.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,293.0
638,BUENOS AIRES,Tandil,OTROS,Sin Datos,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0
639,BUENOS AIRES,Tandil,Tandil,6791050,2.62,39.05,203.0,2.93,277.0,3.0,0.0,896.0,45.97
640,BUENOS AIRES,Tandil,Desvío Aguirre,6791050,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,13.0
641,BUENOS AIRES,Tapalqué,Tapalqué,6798020,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
642,BUENOS AIRES,Tigre,Benavídez,6805010,858.0,9.39,0.0,8.93,0.0,5.0,0.0,1.59,20.78
643,BUENOS AIRES,Tigre,Dique Luján,6805010,40.0,2.22,0.0,107.0,0.0,0.0,0.0,85.0,2.45
644,BUENOS AIRES,Tigre,Don Torcuato Este,6805010,1.29,13.47,3.0,9.82,6.0,0.0,0.0,23.0,24.62
645,BUENOS AIRES,Tigre,El Talar,6805010,495.0,7.83,0.0,6.36,2.0,2.0,0.0,80.0,14.77
646,BUENOS AIRES,Tigre,General Pacheco,6805010,2.02,11.8,1.0,3.69,7.0,2.0,0.0,2.0,17.52
647,BUENOS AIRES,Tigre,Los Troncos Del Talar,6805010,477.0,6.86,0.0,2.9,0.0,1.0,0.0,0.0,10.24
648,BUENOS AIRES,Tigre,OTROS,Sin Datos,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
649,BUENOS AIRES,Tigre,Ricardo Rojas,6805010,1.07,3.79,0.0,1.9,6.0,0.0,0.0,0.0,6.77
650,BUENOS AIRES,Tigre,Rincón de Milberg,6805010,697.0,8.93,0.0,1.86,0.0,0.0,0.0,45.0,11.53
651,BUENOS AIRES,Tigre,Tigre,6805010,766.0,12.47,0.0,4.67,6.0,6.0,0.0,176.0,18.09
652,BUENOS AIRES,Tigre,Don Torcuato Oeste,6805010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,186.0
653,BUENOS AIRES,Tigre,Nordelta,6805010,930.0,5.98,0.0,2.51,0.0,0.0,0.0,0.0,9.42
654,BUENOS AIRES,Tordillo,General Conesa,6812010,40.0,227.0,0.0,0.0,0.0,0.0,0.0,63.0,330.0
655,BUENOS AIRES,Tordillo,Villa Roch,6812010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
656,BUENOS AIRES,Tornquist,Saldungaray,6819020,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0
657,BUENOS AIRES,Tornquist,Sierra de la Ventana,6819030,0.0,486.0,0.0,621.0,0.0,0.0,0.0,0.0,1.11
658,BUENOS AIRES,Tornquist,Tornquist,6819040,131.0,966.0,0.0,1.46,0.0,2.0,0.0,0.0,2.56
659,BUENOS AIRES,Tornquist,Villa Serrana La Gruta,6819060,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
660,BUENOS AIRES,Tornquist,Villa Ventana,6819070,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0
661,BUENOS AIRES,Trenque Lauquen,30 de Agosto,6826040,0.0,184.0,0.0,1.4,2.38,0.0,0.0,0.0,3.96
662,BUENOS AIRES,Trenque Lauquen,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
663,BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,6826050,2.53,16.0,68.0,12.53,68.0,1.0,0.0,1.24,16.45
664,BUENOS AIRES,Trenque Lauquen,Girodias,6826020,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0
665,BUENOS AIRES,Trenque Lauquen,La Carreta,6826030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
666,BUENOS AIRES,Trenque Lauquen,Trongé,6826060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
667,BUENOS AIRES,Trenque Lauquen,Berutti,6826010,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,282.0
668,BUENOS AIRES,Tres Arroyos,Claromecó,6833020,268.0,0.0,0.0,722.0,0.0,0.0,0.0,734.0,1.72
669,BUENOS AIRES,Tres Arroyos,Copetonas,6833030,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0,90.0
670,BUENOS AIRES,Tres Arroyos,Lin Calel,6833040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0
671,BUENOS AIRES,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),6833050,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.0,156.0
672,BUENOS AIRES,Tres Arroyos,Orense,6833060,0.0,0.0,1.0,246.0,407.0,0.0,0.0,146.0,800.0
673,BUENOS AIRES,Tres Arroyos,Reta,6833070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0
674,BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,6833080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0
675,BUENOS AIRES,Tres Arroyos,San Mayol,6833090,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,20.0
676,BUENOS AIRES,Tres Arroyos,Tres Arroyos,6833100,1.35,14.56,61.0,1.51,61.0,1.0,0.0,903.0,18.46
677,BUENOS AIRES,Tres De Febrero,11 De Septiembre,6840010,23.0,1.2,0.0,5.0,1.0,2.0,0.0,0.0,1.23
678,BUENOS AIRES,Tres De Febrero,Caseros,6840010,2.42,23.05,2.0,8.9,25.0,0.0,0.0,2.0,34.4
679,BUENOS AIRES,Tres De Febrero,Churruca,6840010,11.0,878.0,0.0,1.54,0.0,0.0,0.0,0.0,2.43
680,BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,6840010,507.0,5.27,0.0,837.0,2.0,0.0,0.0,0.0,6.61
681,BUENOS AIRES,Tres De Febrero,Ciudadela,6840010,313.0,11.59,67.0,14.17,117.0,3.0,0.0,4.0,26.26
682,BUENOS AIRES,Tres De Febrero,El Libertador,6840010,134.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,2.88
683,BUENOS AIRES,Tres De Febrero,Jose Ingenieros,6840010,115.0,1.9,0.0,547.0,3.0,0.0,0.0,5.0,2.57
684,BUENOS AIRES,Tres De Febrero,Loma Hermosa,6840010,992.0,5.69,0.0,55.0,18.0,0.0,0.0,0.0,6.75
685,BUENOS AIRES,Tres De Febrero,Martín Coronado,6840010,188.0,5.05,1.0,2.68,6.0,0.0,0.0,0.0,7.92
686,BUENOS AIRES,Tres De Febrero,Pablo Podestá,6840010,1.5,3.41,0.0,7.0,12.0,0.0,0.0,438.0,5.37
687,BUENOS AIRES,Tres De Febrero,Remedios De Escalada,6840010,113.0,2.81,0.0,8.17,16.0,0.0,0.0,0.0,11.11
688,BUENOS AIRES,Tres De Febrero,Saenz Peña,6840010,229.0,5.11,0.0,969.0,0.0,1.0,0.0,1.0,6.31
689,BUENOS AIRES,Tres De Febrero,Santos Lugares,6840010,326.0,6.25,0.0,1.33,8.0,0.0,0.0,1.0,7.91
690,BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,228.0,7.24,0.0,5.8,3.0,0.0,0.0,0.0,13.27
691,BUENOS AIRES,Tres De Febrero,Villa Raffo,6840010,135.0,2.02,0.0,656.0,3.0,0.0,0.0,0.0,2.82
692,BUENOS AIRES,Tres Lomas,Tres Lomas,6847020,93.0,724.0,1.0,136.0,319.0,0.0,0.0,94.0,1.37
693,BUENOS AIRES,Vicente López,Carapachay,6861010,861.0,5.3,1.0,2.13,2.0,0.0,0.0,0.0,8.3
694,BUENOS AIRES,Vicente López,Florida,6861010,1.57,14.25,2.0,6.95,6.0,0.0,0.0,2.0,22.79
695,BUENOS AIRES,Vicente López,Florida Oeste,6861010,2.0,5.49,0.0,3.28,5.0,1.0,0.0,245.0,9.02
696,BUENOS AIRES,Vicente López,La Lucila,6861010,303.0,4.1,1.0,1.37,1.0,0.0,0.0,0.0,5.78
697,BUENOS AIRES,Vicente López,Munro,6861010,616.0,9.21,8.0,5.76,10.0,1.0,0.0,1.0,15.61
698,BUENOS AIRES,Vicente López,Olivos,6861010,1.31,23.64,5.0,9.94,10.0,1.0,0.0,0.0,34.91
699,BUENOS AIRES,Vicente López,Vicente López,6861010,288.0,9.7,3.0,3.49,17.0,0.0,0.0,1.0,13.49
700,BUENOS AIRES,Vicente López,Villa Adelina,6861010,0.0,568.0,0.0,1.14,0.0,0.0,0.0,0.0,1.7
701,BUENOS AIRES,Vicente López,Villa Martelli,6861010,904.0,5.34,1.0,5.01,3.0,1.0,0.0,375.0,11.63
702,BUENOS AIRES,Villa Gesell,Villa Gesell,6868020,5.67,0.0,0.0,5.69,110.0,0.0,0.0,0.0,11.47
703,BUENOS AIRES,Villarino,Juan Cousté  (Est. Algarrobo),6875040,0.0,0.0,2.0,0.0,0.0,0.0,0.0,82.0,84.0
704,BUENOS AIRES,Villarino,Mayor Buratovich,6875050,134.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,633.0
705,BUENOS AIRES,Villarino,Médanos,6875060,417.0,375.0,2.0,0.0,0.0,0.0,0.0,103.0,897.0
706,BUENOS AIRES,Villarino,Pedro Luro,6875070,393.0,582.0,0.0,1.66,1.0,0.0,0.0,550.0,3.19
707,BUENOS AIRES,Villarino,Argerich,6875010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0
708,BUENOS AIRES,Villarino,Teniente Origone,6875080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
709,BUENOS AIRES,Villarino,Country Los Medanos,6875025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,267.0
710,BUENOS AIRES,Zárate,Lima,6882040,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0
711,BUENOS AIRES,Zárate,Zárate,6882050,1.94,25.56,0.0,970.0,700.0,5.0,0.0,1.52,30.7
712,BUENOS AIRES,AMBA,OTROS,Sin Datos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0
713,CABA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2000010,138.75,1.24,2.15,138.55,29.59,95.0,0.0,4.6,1.55
714,CATAMARCA,Ambato,El Bolsón,10007030,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
715,CATAMARCA,Ambato,El Rodeo,10007040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,152.0,153.0
716,CATAMARCA,Ambato,La Puerta,10007060,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
717,CATAMARCA,Ambato,Las Chacritas,10007070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
718,CATAMARCA,Ambato,Los Varela,10007110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
719,CATAMARCA,Ambato,Los Talas,10007100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0
720,CATAMARCA,Ancasti,Ancasti,10014010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
721,CATAMARCA,Andalgalá,Andalgalá,10021020,821.0,0.0,0.0,144.0,1.0,2.0,0.0,203.0,1.17
722,CATAMARCA,Andalgalá,Chaquiago,10021030,0.0,0.0,0.0,9.0,0.0,1.0,0.0,14.0,24.0
723,CATAMARCA,Andalgalá,El Potrero,10021070,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0
724,CATAMARCA,Andalgalá,Aconquija,10021010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
725,CATAMARCA,Andalgalá,El Alamito,10021050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
726,CATAMARCA,Andalgalá,La Aguada,10021080,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,16.0
727,CATAMARCA,Andalgalá,La Mesada,10021010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
728,CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
729,CATAMARCA,Belén,Belén,10035020,0.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,36.0
730,CATAMARCA,Belén,Hualfín,10035070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
731,CATAMARCA,Belén,Londres,10035110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,21.0
732,CATAMARCA,Belén,El Durazno,10035050,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
733,CATAMARCA,Belén,Las Juntas,10035100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
734,CATAMARCA,Capayán,Capayán,10042030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
735,CATAMARCA,Capayán,Chumbicha,10042040,136.0,0.0,0.0,5.0,0.0,1.0,0.0,474.0,616.0
736,CATAMARCA,Capayán,Colonia del Valle,10042050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
737,CATAMARCA,Capayán,Colonia Nueva Coneta,10042060,0.0,0.0,0.0,10.0,0.0,1.0,0.0,9.0,20.0
738,CATAMARCA,Capayán,Coneta,10042080,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,11.0
739,CATAMARCA,Capayán,Huillapima,10042100,0.0,0.0,0.0,5.0,0.0,2.0,0.0,9.0,16.0
740,CATAMARCA,Capayán,Miraflores,10042120,0.0,0.0,0.0,7.0,0.0,2.0,0.0,10.0,19.0
741,CATAMARCA,Capayán,San Martín,10042130,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0
742,CATAMARCA,Capayán,Los Angeles,10042110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
743,CATAMARCA,Capital,El Pantanillo,10049020,5.0,21.0,0.0,2.0,0.0,2.0,0.0,0.0,30.0
744,CATAMARCA,Capital,San Fernando del Valle de Catamarca,10049030,7.26,10.96,1.0,39.9,0.0,1.0,0.0,14.0,58.14
745,CATAMARCA,El Alto,El Alto,10056010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,29.0
746,CATAMARCA,El Alto,Tapso,10056050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
747,CATAMARCA,La Paz,Icaño,10070070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
748,CATAMARCA,La Paz,Recreo,10070140,171.0,13.0,0.0,1.56,0.0,1.0,0.0,5.0,1.75
749,CATAMARCA,La Paz,San Antonio,10070150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0
750,CATAMARCA,La Paz,Quirós,10070120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0
751,CATAMARCA,Paclín,La Merced,10077050,71.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,80.0
752,CATAMARCA,Paclín,La Viña,10077060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
753,CATAMARCA,Paclín,Las Lajas,10077070,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
754,CATAMARCA,Paclín,San Antonio,10077100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0
755,CATAMARCA,Pomán,Mutquin,10084060,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
756,CATAMARCA,Pomán,Pomán,10084070,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
757,CATAMARCA,Pomán,San Miguel,10084090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
758,CATAMARCA,Pomán,Saujil,10084100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169.0,170.0
759,CATAMARCA,Pomán,Siján,10084110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
760,CATAMARCA,Pomán,Colpes,10084030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
761,CATAMARCA,Santa María,La Loma,10091100,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
762,CATAMARCA,Santa María,San José,10091140,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
763,CATAMARCA,Santa María,Santa María,10091150,0.0,0.0,0.0,0.0,2.15,1.0,0.0,0.0,2.15
764,CATAMARCA,Santa Rosa,Alijilán,10098010,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
765,CATAMARCA,Santa Rosa,Bañado de Ovanta,10098020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
766,CATAMARCA,Santa Rosa,Lavalle,10098040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
767,CATAMARCA,Santa Rosa,Los Altos,10098050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0
768,CATAMARCA,Tinogasta,Fiambalá,10105110,0.0,0.0,0.0,8.0,0.0,3.0,0.0,7.0,18.0
769,CATAMARCA,Tinogasta,Tinogasta,10105180,486.0,0.0,0.0,1.83,0.0,2.0,0.0,0.0,2.32
770,CATAMARCA,Valle Viejo,El Portezuelo,10112010,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0
771,CATAMARCA,Valle Viejo,San Isidro,10112040,0.0,0.0,0.0,2.7,0.0,0.0,0.0,5.0,2.7
772,CATAMARCA,Valle Viejo,Santa Rosa,10112030,0.0,0.0,0.0,759.0,0.0,0.0,0.0,5.0,764.0
773,CATAMARCA,Valle Viejo,Villa Dolores,10112030,0.0,0.0,0.0,103.0,0.0,0.0,0.0,5.0,108.0
774,CATAMARCA,Valle Viejo,Sumalao,10112030,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0
775,CATAMARCA,Valle Viejo,Polcos,10112030,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,213.0
776,CATAMARCA,Valle Viejo,Pozo Del Mistol,10112030,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0
777,CATAMARCA,Valle Viejo,El Bañado,10112030,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0
778,CATAMARCA,Fray Mamerto Esquiú,San Antonio,10063050,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
779,CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
780,CATAMARCA,Fray Mamerto Esquiú,La Carrera,10063050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
781,CATAMARCA,Fray Mamerto Esquiú,El Hueco,10063050,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0
782,CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
783,CATAMARCA,Fray Mamerto Esquiú,La Tercena,10063050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
784,CHACO,12 de Octubre,Gancedo,22036010,0.0,0.0,0.0,26.0,0.0,2.0,0.0,103.0,131.0
785,CHACO,12 de Octubre,General Pinedo,22036030,182.0,0.0,0.0,538.0,0.0,2.0,0.0,1.0,723.0
786,CHACO,1º de Mayo,Colonia Benítez,22126020,136.0,0.0,0.0,11.0,0.0,1.0,0.0,2.0,150.0
787,CHACO,1º de Mayo,Margarita Belén,22126030,337.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,598.0
788,CHACO,2 de Abril,Hermoso Campo,22039010,0.0,28.0,0.0,203.0,0.0,1.0,0.0,0.0,232.0
789,CHACO,2 de Abril,Itín,22039020,0.0,0.0,0.0,38.0,478.0,0.0,0.0,0.0,516.0
790,CHACO,25 de Mayo,Colonia Aborigen,22168010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0
791,CHACO,25 de Mayo,Machagai,22168020,334.0,358.0,0.0,45.0,0.0,0.0,0.0,269.0,1.01
792,CHACO,9 de Julio,Las Breñas,22105010,1.23,0.0,0.0,74.0,0.0,1.0,0.0,0.0,1.3
793,CHACO,Almirante Brown,Concepción del Bermejo,22007010,0.0,0.0,0.0,373.0,0.0,2.0,0.0,230.0,605.0
794,CHACO,Almirante Brown,Los Frentones,22007020,0.0,0.0,0.0,344.0,0.0,1.0,0.0,0.0,345.0
795,CHACO,Almirante Brown,Pampa del Infierno,22007030,0.0,0.0,0.0,1.38,0.0,5.0,0.0,65.0,1.45
796,CHACO,Almirante Brown,Taco Pozo,22007050,0.0,0.0,0.0,416.0,0.0,4.0,0.0,0.0,420.0
797,CHACO,Bermejo,General Vedia,22014010,141.0,0.0,0.0,30.0,0.0,1.0,0.0,155.0,327.0
798,CHACO,Bermejo,Isla del Cerrito,22014020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
799,CHACO,Bermejo,La Leonesa,22014030,518.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,746.0
800,CHACO,Bermejo,Las Palmas,22014040,0.0,0.0,0.0,46.0,0.0,1.0,0.0,296.0,343.0
801,CHACO,Bermejo,Puerto Bermejo Nuevo,22014050,0.0,0.0,0.0,14.0,0.0,0.0,0.0,78.0,92.0
802,CHACO,Bermejo,Puerto Eva Perón,22014070,0.0,0.0,0.0,15.0,0.0,1.0,0.0,41.0,57.0
803,CHACO,Chacabuco,Charata,22028010,1.81,0.0,0.0,1.28,0.0,2.0,0.0,230.0,3.32
804,CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,3.18,129.0,0.0,6.5,24.0,2.0,0.0,116.0,9.95
805,CHACO,Fray Justo Santa María De Oro,Chorotis,22043010,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0
806,CHACO,Fray Justo Santa María De Oro,OTROS,Sin Datos,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0
807,CHACO,Fray Justo Santa María De Oro,Santa Sylvina,22043020,0.0,32.0,0.0,0.0,950.0,1.0,0.0,0.0,983.0
808,CHACO,General Belgrano,Corzuela,22049010,156.0,0.0,0.0,48.0,0.0,1.0,0.0,28.0,233.0
809,CHACO,General Donovan,La Escondida,22056010,50.0,272.0,0.0,189.0,0.0,2.0,0.0,0.0,513.0
810,CHACO,General Donovan,La Verde,22056020,14.0,0.0,0.0,39.0,460.0,2.0,0.0,0.0,515.0
811,CHACO,General Donovan,Lapachito,22056030,1.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,62.0
812,CHACO,General Donovan,Makallé,22056040,35.0,427.0,0.0,0.0,12.0,1.0,0.0,0.0,475.0
813,CHACO,General Güemes,El Espinillo,22063010,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
814,CHACO,General Güemes,El Sauzal,22063020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,62.0,64.0
815,CHACO,General Güemes,El Sauzalito,22063030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
816,CHACO,General Güemes,Fortín Lavalle,22063040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0
817,CHACO,General Güemes,Fuerte Esperanza,22063050,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,10.0
818,CHACO,General Güemes,Juan José Castelli,22063060,542.0,0.0,0.0,294.0,0.0,0.0,0.0,690.0,1.53
819,CHACO,General Güemes,Miraflores,22063070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,630.0
820,CHACO,General Güemes,Nueva Pompeya,22063080,0.0,0.0,0.0,1.0,0.0,3.0,0.0,308.0,312.0
821,CHACO,General Güemes,Villa Río Bermejito,22063100,4.0,0.0,0.0,194.0,0.0,2.0,0.0,222.0,422.0
822,CHACO,General Güemes,Wichi,22063110,0.0,0.0,0.0,0.0,0.0,2.0,0.0,91.0,93.0
823,CHACO,Independencia,Avia Terai,22070010,80.0,0.0,0.0,42.0,0.0,1.0,0.0,1.0,124.0
824,CHACO,Independencia,Campo Largo,22070020,120.0,0.0,0.0,482.0,3.0,0.0,0.0,0.0,605.0
825,CHACO,Libertad,Laguna Blanca,22077030,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,8.0
826,CHACO,Libertad,Puerto Tirol,22077040,500.0,1.0,0.0,375.0,0.0,0.0,0.0,73.0,949.0
827,CHACO,Libertad,Colonia Popular,22077010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
828,CHACO,Libertador General San Martín,Ciervo Petiso,22084010,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,47.0
829,CHACO,Libertador General San Martín,General José de San Martín,22084020,465.0,1.05,0.0,5.09,0.0,0.0,0.0,450.0,7.06
830,CHACO,Libertador General San Martín,La Eduvigis,22084030,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
831,CHACO,Libertador General San Martín,Laguna Limpia,22084040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0
832,CHACO,Libertador General San Martín,Pampa Almirón,22084050,0.0,0.0,0.0,26.0,0.0,0.0,0.0,27.0,53.0
833,CHACO,Libertador General San Martín,Pampa del Indio,22084060,0.0,0.0,0.0,25.0,0.0,2.0,0.0,515.0,542.0
834,CHACO,Libertador General San Martín,Presidencia Roca,22084070,0.0,0.0,0.0,13.0,0.0,2.0,0.0,119.0,134.0
835,CHACO,Maipú,Tres Isletas,22091010,414.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,491.0
836,CHACO,Mayor Luis J. Fontana,Coronel Du Graty,22098010,122.0,73.0,0.0,264.0,0.0,1.0,0.0,516.0,976.0
837,CHACO,Mayor Luis J. Fontana,Enrique Urién,22098020,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,37.0
838,CHACO,Mayor Luis J. Fontana,Villa Angela,22098030,2.52,1.0,0.0,852.0,0.0,0.0,0.0,406.0,3.77
839,CHACO,O Higgins,La Clotilde,22112010,0.0,32.0,0.0,78.0,116.0,1.0,0.0,0.0,227.0
840,CHACO,O Higgins,La Tigra,22112020,1.0,0.0,0.0,0.0,252.0,1.0,0.0,0.0,254.0
841,CHACO,O Higgins,San Bernardo,22112030,147.0,0.0,0.0,14.0,38.0,3.0,0.0,0.0,202.0
842,CHACO,OTROS,OTROS,Sin Datos,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0
843,CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22119010,196.0,550.0,0.0,58.0,0.0,0.0,0.0,1.0,805.0
844,CHACO,Quitilipi,Quitilipi,22133010,813.0,0.0,0.0,69.0,0.0,0.0,0.0,123.0,1.0
845,CHACO,Quitilipi,Villa El Palmar,22133020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0
846,CHACO,San Fernando,Barranqueras,22140010,115.0,3.87,0.0,146.0,0.0,0.0,0.0,15.0,4.14
847,CHACO,San Fernando,Basail,22140020,97.0,67.0,0.0,0.0,0.0,1.0,0.0,57.0,222.0
848,CHACO,San Fernando,Fontana,22140040,0.0,0.0,0.0,110.0,0.0,0.0,0.0,147.0,257.0
